                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                 2.1213,                 1.6597,                 2.3158,                0.00598,                0.61905,                0.03811,                0.01198,                 2.7375,                 3.3309,                 3.7649,             0.00054859,             0.00054859,             0.00054859
                    119,                 2.0859,                 1.6756,                 2.3445,                0.04563,                0.38095,                0.04251,                0.01173,                 2.7149,                 3.2456,                 3.6512,             0.00054718,             0.00054718,             0.00054718
                    120,                 2.0891,                 1.6532,                 2.3579,                  0.005,                0.65079,                0.04702,                0.01386,                 2.6686,                 3.2803,                 3.7061,             0.00054577,             0.00054577,             0.00054577
                    121,                 2.0985,                 1.7202,                 2.3484,                0.00532,                0.63492,                0.05641,                0.01796,                 2.6443,                 3.3243,                 3.7789,             0.00054435,             0.00054435,             0.00054435
                    122,                 2.1534,                 1.6637,                 2.3291,                0.00549,                0.63492,                0.05179,                 0.0156,                 2.6315,                 3.3245,                 3.7844,             0.00054294,             0.00054294,             0.00054294
                    123,                 2.0314,                 1.6496,                 2.2818,                0.00536,                0.65079,                0.03897,                0.01174,                 2.6183,                 3.3138,                 3.7552,             0.00054153,             0.00054153,             0.00054153
                    124,                 2.0786,                 1.6402,                 2.3257,                 0.0374,                0.12698,                0.03273,                0.00919,                 2.5839,                 3.3201,                 3.7527,             0.00054011,             0.00054011,             0.00054011
                    125,                 2.1358,                 1.6765,                 2.2729,                0.05958,                0.04762,                0.02393,                0.00778,                 2.5435,                 3.3483,                 3.7739,              0.0005387,              0.0005387,              0.0005387
                    126,                 2.0943,                 1.6464,                 2.2943,                0.05948,                0.01587,                0.03236,                0.01086,                 2.4803,                  3.281,                  3.708,             0.00053728,             0.00053728,             0.00053728
                    127,                 2.0228,                 1.5655,                 2.2798,                0.09987,                0.03175,                0.06305,                0.02425,                 2.4477,                  3.164,                  3.602,             0.00053587,             0.00053587,             0.00053587
                    128,                 2.0227,                  1.572,                 2.2558,                0.12473,                0.03175,                0.08502,                0.02904,                 2.4402,                 3.1438,                 3.5949,             0.00053446,             0.00053446,             0.00053446
                    129,                 2.0921,                 1.5859,                 2.2451,                0.26255,                0.04762,                0.10082,                0.04112,                 2.4444,                 3.1491,                  3.605,             0.00053304,             0.00053304,             0.00053304
